text,label
"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.",positive
"Three of the most visually appealing movies i've ever seen.",positive
"And his subtle connections between the three films are awesome.",positive
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.",positive
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!",positive
"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!",positive
"10 out of 10 for both the movie and trilogy.",positive
"I literally vomited while watching this film.",negative
"I think i was one of the people who found this another one of roth's pearls.",positive
"his performance, as awarded, was stunning.",positive
"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.",positive
"In a most wonderful location lies a story of contrast.",positive
"All in all a beautiful directed film from Nicola's roeg wih a sublime cast.",positive
"I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.",negative
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as "pretentious crap".",negative
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .",negative
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.",negative
"This is such a fun and funny movie.",positive
"Highly entertaining at all angles.",positive
"It features an outlandish array of memorable, psychotic but lovable nuts.",positive
"So for our enjoyment we get to see them run around, play games, and be dangerous.",positive
"It even has its sweet moments.",positive
"The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.",positive
"All the characters in this film are tremendously well played.",positive
"And I really did find them funny.",positive
"This is actually a very smart movie.",positive
"There is a brilliant twist ending.",positive
"I love it.",positive
"The ending is so, SO perfect... you'll shed a tear.",positive
"I am so thrilled after seeing a movie like this.",positive
"I will never forget it now.",positive
"It is not just a cult... it is a cult CLASSIC.",positive
"Which has more depth and character than the man underneath it.",negative
"The Malta settings are as dry and as barren as the dialogue.",negative
"This movie is terrible.",negative
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.",negative
"For those that haven't seen it, don't waste your time!",negative
"To call this movie a drama is ridiculous!",negative
"Started watching this but didn't believe in any of the characters.",negative
"In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.",negative
"It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.",negative
"The characters were very 'stagey' and the storyline was a lot like a stage farce.",negative
"By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.",negative
"Glad I didn't pay to see it.",negative
"Didn't laugh or even smile once.",negative
"But it wasn't anything at all just one big yawn...",negative
"It is a really good show to watch.",positive
